"people_id","person_hash","state_id","party","legislator_name","first_name","middle_name","last_name","suffix","nickname","ftm_eid","votesmart_id","opensecrets_id","knowwho_pid","ballotpedia","bioguide_id","district_number","chamber","termination_date","leg_party_loyalty","leg_n_votes_denom_loyalty","leg_n_votes_party_line_partisan","leg_n_votes_party_line_bipartisan","leg_n_votes_cross_party","leg_n_votes_absent_nv","leg_n_votes_independent","leg_n_votes_other","leg_n_votes_missing","setting_party_loyalty","rank_partisan_leg_R","rank_partisan_leg_D"
20417,"336ho6wl",9,"R","Mike Beltran","Mike","","Beltran","","",45388103,184413,"",670971,"http://ballotpedia.org/Mike_Beltran","",70,"House",NA,0.926108374384236,203,188,918,15,39,20,0,0,"partisan_cross",83,NA
20958,"v4wfa7ef",9,"R","Mike Caruso","Michael","A.","Caruso","","Mike",45388164,184475,"",652561,"http://ballotpedia.org/Mike_Caruso","",87,"House",NA,0.981220657276995,213,209,841,4,186,2,0,0,"partisan_cross",61,NA
22022,"hplh0nrn",9,"R","Mike Giallombardo","Mike","","Giallombardo","","",49845675,146155,"",474518,"http://ballotpedia.org/Mike_Giallombardo","",79,"House",NA,0.99581589958159,239,238,1099,1,18,2,0,0,"partisan_cross",22,NA
24994,"qyyu5xax",9,"R","Mike Redondo","Mike","","Redondo","","",59433494,212780,"",0,"http://ballotpedia.org/Mike_Redondo","",118,"House",NA,1,100,100,464,0,4,0,0,0,"partisan_cross",20,NA
21025,"m8fyzly3",9,"R","Nick DiCeglie","Nicola","G.","DiCeglie","","Nick",336255,184438,"",652515,"http://ballotpedia.org/Nick_DiCeglie","",18,"Senate",NA,0.995215311004785,209,208,1534,1,89,3,0,6,"partisan_cross",8,NA
18985,"5xk96af0",9,"D","Patricia Hawkins-Williams","Patricia","","Hawkins-Williams","","",41676862,172765,"",571826,"http://ballotpedia.org/Patricia_Hawkins-Williams","",98,"House",NA,0.961748633879781,183,176,873,7,53,30,2,0,"partisan_cross",NA,12
22559,"1he9flzd",9,"R","Patt Maney","T.","Patterson","Maney","","Patt",49845565,193745,"",739941,"http://ballotpedia.org/T._Patt_Maney","",4,"House",NA,0.978339350180505,277,271,1233,6,41,13,1,0,"partisan_cross",64,NA
17686,"dkqf03rv",9,"R","Paul Renner","Paul","","Renner","","",92577,149478,"",484610,"http://ballotpedia.org/Paul_M._Renner","",19,"House",NA,1,167,167,718,0,3,0,0,0,"partisan_cross",18,NA
24810,"p0g9jx7g",9,"R","Paula Stark","Paula","A.","Stark","","",55866645,209509,"",816018,"http://ballotpedia.org/Paula_Stark","",47,"House",NA,0.934959349593496,246,230,1076,16,27,1,0,0,"partisan_cross",80,NA
23351,"ghrztb1e",9,"R","Peggy Gossett-Seidman","Peggy","","Gossett-Seidman","","",55866508,209458,"",0,"http://ballotpedia.org/Peggy_Gossett-Seidman","",91,"House",NA,0.961538461538462,182,175,852,7,39,1,0,0,"partisan_cross",74,NA
23352,"smncjrp0",9,"R","Philip Griffitts","Philip","Wayne","Griffitts","Jr.","",55866511,174908,"",0,"http://ballotpedia.org/Philip_Griffitts","",6,"House",NA,0.995901639344262,244,243,1096,1,55,1,0,0,"partisan_cross",21,NA
24808,"pbfegj2k",9,"R","Rachel Plakon","Rachel","","Plakon","","",55866601,209420,"",778200,"http://ballotpedia.org/Rachel_Plakon","",36,"House",NA,0.990740740740741,216,214,1026,2,147,7,0,0,"partisan_cross",37,NA
18056,"fntrab6z",9,"R","Ralph Massullo","Ralph","","Massullo","","",433409,172870,"",571718,"http://ballotpedia.org/Ralph_Massullo_Jr.","",23,"House",NA,0.99492385786802,197,196,952,1,19,1,0,0,"partisan_cross",30,NA
19017,"hsk5k8lg",9,"R","Randy Fine","Randy","","Fine","","",41676813,172909,"",571780,"http://ballotpedia.org/Randy_Fine","",33,"House",NA,0.967391304347826,184,178,806,6,197,10,0,0,"partisan_cross",72,NA
21380,"3j0cn6yf",9,"R","Randy Maggard","Randy","","Maggard","","",69054,186158,"",709872,"http://ballotpedia.org/Randy_Maggard","",54,"House",NA,0.987234042553191,235,232,1055,3,84,9,0,0,"partisan_cross",52,NA
19068,"1lo03jw5",9,"R","Rick Roth","Rick","","Roth","","",41676849,172666,"",564090,"http://ballotpedia.org/Rick_Roth","",94,"House",NA,0.975409836065574,244,238,1033,6,72,4,0,0,"partisan_cross",66,NA
23347,"8a871fhe",9,"R","Robert Brackett","Robert","","Brackett","","",601994,209396,"",0,"http://ballotpedia.org/Robert_Brackett","",34,"House",NA,0.995433789954338,219,218,1049,1,44,1,0,0,"partisan_cross",26,NA
21701,"91ohersw",9,"D","Robin Bartleman","Robin","","Bartleman","","",806016,194479,"",740285,"http://ballotpedia.org/Robin_Bartleman","",103,"House",NA,0.920502092050209,239,220,1100,19,72,6,7,0,"partisan_cross",NA,19
23121,"wugdfhmi",9,"D","Rosalind Osgood","Rosalind","","Osgood","","",745520,200762,"",776914,"http://ballotpedia.org/Rosalind_Osgood","",32,"Senate",NA,0.921951219512195,205,189,1612,16,79,15,6,8,"partisan_cross",NA,8
24962,"aan0wix3",9,"R","Ryan Chamberlin","Ryan","","Chamberlin","","",58374500,0,"",0,"http://ballotpedia.org/","",24,"House",NA,1,126,126,545,0,33,2,0,0,"partisan_cross",19,NA
21892,"21akiis8",9,"R","Sam Garrison","Sam","","Garrison","","",49845578,193775,"",739952,"http://ballotpedia.org/Sam_Garrison","",11,"House",NA,0.994444444444444,180,179,848,1,33,0,0,0,"partisan_cross",33,NA
18668,"e18yj1xp",9,"R","Sam Killebrew","Sam","H.","Killebrew","","",75473,172881,"",571735,"http://ballotpedia.org/Sam_Killebrew","",48,"House",NA,0.936507936507937,189,177,877,12,70,5,0,0,"partisan_cross",79,NA
23343,"rf9p55n7",9,"R","Shane Abbott","Shane","","Abbott","","",49283313,209333,"",0,"http://ballotpedia.org/Shane_Abbott","",5,"House",NA,1,207,207,1024,0,15,5,0,0,"partisan_cross",11,NA
16026,"499cim6s",9,"D","Shevrin Jones","Shevrin","D.","Jones","","Shev",13889121,142186,"",425634,"http://ballotpedia.org/Shevrin_Jones","",34,"Senate",NA,0.975903614457831,166,162,1221,4,303,13,7,8,"partisan_cross",NA,2
20018,"b56kttms",9,"R","Spencer Roach","Spencer","","Roach","","",45388147,184458,"",663145,"http://ballotpedia.org/Spencer_Roach","",76,"House",NA,0.983193277310924,238,234,991,4,46,3,0,0,"partisan_cross",58,NA
19069,"da40al3z",9,"R","Stan McClain","Stan","","McClain","","",41676728,81346,"",571677,"http://ballotpedia.org/Stan_McClain","",27,"House",NA,0.995515695067265,223,222,972,1,31,0,0,0,"partisan_cross",25,NA
24809,"qmj19hsf",9,"R","Susan Plasencia","Susan","","Plasencia","","",55866602,209422,"",815745,"http://ballotpedia.org/Susan_Plasencia","",37,"House",NA,0.973684210526316,190,185,866,5,37,10,0,0,"partisan_cross",69,NA
19960,"lv42mggw",9,"D","Susan Valdes","Susan","L.","Valdes","","",1474008,184422,"",669882,"http://ballotpedia.org/Susan_Valdes","",64,"House",NA,0.972350230414747,217,211,935,6,59,31,4,0,"partisan_cross",NA,7
23358,"xlrsk4g8",9,"R","Taylor Yarkosky","Taylor","","Yarkosky","","",55866677,209380,"",0,"http://ballotpedia.org/Taylor_Yarkosky","",25,"House",NA,1,224,224,1071,0,60,1,0,0,"partisan_cross",7,NA
1735,"unj03eso",9,"R","Thad Altman","Thad","","Altman","","",12998606,53847,"",214563,"http://ballotpedia.org/Thad_Altman","",32,"House",NA,0.982300884955752,226,222,988,4,22,1,0,0,"partisan_cross",59,NA
21781,"wsj92iwn",9,"R","Thomas Fabricio","Thomas","P.","Fabricio","","Tom",49845720,194482,"",740278,"http://ballotpedia.org/Tom_Fabricio","",110,"House",NA,0.991525423728814,236,234,1029,2,106,2,1,0,"partisan_cross",36,NA
23349,"69wtlsri",9,"R","Tiffany Esposito","Tiffany","","Esposito","","",55866490,209468,"",0,"http://ballotpedia.org/Tiffany_Esposito","",77,"House",NA,1,201,201,979,0,51,1,0,0,"partisan_cross",14,NA
19940,"eq7666uu",9,"D","Tina Polsky","Tina","","Polsky","","",15916244,184461,"",652562,"http://ballotpedia.org/Tina_Polsky","",30,"Senate",NA,0.951048951048951,143,136,1144,7,15,15,7,1,"partisan_cross",NA,7
20418,"xw86aoqs",9,"R","Toby Overdorf","Toby","","Overdorf","","",45388153,184464,"",652557,"http://ballotpedia.org/Toby_Overdorf","",85,"House",NA,0.988095238095238,252,249,1105,3,38,5,0,0,"partisan_cross",47,NA
25070,"5993lgcj",9,"D","Tom Keen","Tom","","Keen","","",44245221,209416,"",0,"http://ballotpedia.org/Tom_Keen","",35,"House",NA,0.922222222222222,90,83,423,7,4,2,2,0,"partisan_cross",NA,18
19047,"8wlq5hrd",9,"R","Tom Leek","Thomas","J.","Leek","","Tom",42540514,172855,"",571685,"http://ballotpedia.org/Tom_Leek","",28,"House",NA,0.99468085106383,188,187,853,1,108,0,0,0,"partisan_cross",32,NA
19925,"kant2znx",9,"R","Tommy Gregory","Tommy","","Gregory","","",42609340,184451,"",663132,"http://ballotpedia.org/Tommy_Gregory","",72,"House",NA,0.995283018867924,212,211,913,1,28,5,0,0,"partisan_cross",28,NA
19954,"kchfqjr0",9,"R","Tommy Wright","Tommy","A.","Wright","","",46608083,185832,"",686432,"http://ballotpedia.org/Tom_Wright","",8,"Senate",NA,0.987421383647799,159,157,1283,2,19,1,0,2,"partisan_cross",15,NA
22722,"n93x757e",9,"R","Traci Koster","Traci","","Koster","","",52311541,195064,"",750959,"http://ballotpedia.org/Traci_Koster","",66,"House",NA,0.974226804123711,194,189,966,5,85,1,0,0,"partisan_cross",68,NA
19218,"qkwsblm5",9,"D","Tracie Davis","Tracie","","Davis","","",41612514,172818,"",588925,"http://ballotpedia.org/Tracie_Davis","",5,"Senate",NA,0.965217391304348,115,111,1086,4,72,21,10,0,"partisan_cross",NA,4
14984,"lisn9mrt",9,"R","Travis Hutson","Travis","","Hutson","","",125042,138133,"",425545,"http://ballotpedia.org/Travis_Hutson","",7,"Senate",NA,1,182,182,1312,0,275,0,0,10,"partisan_cross",1,NA
19698,"tvftvkha",9,"R","Tyler Sirois","Tyler","","Sirois","","",45388091,117237,"",293159,"http://ballotpedia.org/Tyler_Sirois","",31,"House",NA,0.987068965517241,232,229,1035,3,171,10,0,0,"partisan_cross",53,NA
23319,"zh5hcllq",9,"R","Vicki Lopez","Vicki","","Lopez","","",55866559,209412,"",0,"http://ballotpedia.org/Vicki_Lopez","",113,"House",NA,0.926315789473684,190,176,891,14,50,1,0,0,"partisan_cross",82,NA
14986,"5k3polun",9,"D","Victor Torres","Victor","M.","Torres","Jr.","",11029363,11880,"",425420,"http://ballotpedia.org/Victor_Torres_(Florida)","",25,"Senate",NA,0.958579881656805,169,162,1358,7,207,24,7,7,"partisan_cross",NA,6
22660,"ujz2v3zu",9,"R","Webster Barnaby","Webster","","Barnaby","","",49845589,194567,"",739971,"http://ballotpedia.org/Webster_Barnaby","",29,"House",NA,0.991902834008097,247,245,1151,2,72,0,0,0,"partisan_cross",35,NA
19738,"4qecge25",9,"R","Will Robinson","Will","","Robinson","","",42034326,184448,"",652533,"http://ballotpedia.org/Will_Robinson","",71,"House",NA,0.976744186046512,258,252,1120,6,40,2,0,0,"partisan_cross",65,NA
20836,"699pdswx",9,"R","Wyman Duggan","Wyman","","Duggan","","",1125380,138214,"",396576,"http://ballotpedia.org/Wyman_Duggan","",12,"House",NA,0.990338164251208,207,205,972,2,100,1,0,0,"partisan_cross",40,NA
21887,"e063soe3",9,"D","Yvonne Hayes Hinson","Yvonne","","Hayes Hinson","","",44044505,182253,"",637205,"http://ballotpedia.org/Yvonne_Hayes_Hinson","",21,"House",NA,0.964102564102564,195,188,886,7,82,24,3,0,"partisan_cross",NA,11
